Artist,Title,Year,Instrument,Genre,ID,Danceability,Energy,Valence,Tempo,Duration_MS
The Rood Project,Scary,1993,Drums,Electronic / Dance,,,,,,
Special Request,Capsules,2013,Drums,Electronic / Dance,4gY8qTM7WVV8RSAmy1SDBn,,,,,
DJ Lewi,Ganja,1995,Multiple Elements,Electronic / Dance,,,,,,
Grafton Primary,I Can Cook (Act Yo Age Remix),2008,Drums,Electronic / Dance,33HL1WKVgvSJIAthg6OKcu,,,,,
Johnny Jungle,Johnny,1993,Drums,Electronic / Dance,0o4OuxIAVveCXJ4TvgFRKr,,,,,
Boyinaband,Grimestep,2013,Drums,Electronic / Dance,49Obj059iuAHINuie11HcG,,,,,
Beat Rapist,Top Buzz,2013,Drums,Electronic / Dance,2oMjADO6c1VDuGxyjFhEET,,,,,
First Frontal Assault,Atomic Airaid (Holocaust of Hell Mix),1992,Drums,Hip-Hop / Rap / R&B,,,,,,
Skanx,Dubplate War,2013,Drums,Electronic / Dance,69N8z0ZovhOEHVum2zj0Mo,,,,,
System X,Move Yourself,1994,Drums,Electronic / Dance,,,,,,
Technical Itch and Kemal,The Calling,2002,Drums,Electronic / Dance,2yxyRt4geEKuwYVJF7uU9j,,,,,
Diamond Geezer,Run Tune,2013,Drums,Electronic / Dance,6JhAf4qpwiF3Asnq8LqQic,,,,,
Krakpotz,Soul Feel Free,1992,Drums,Electronic / Dance,,,,,,
DJ MQ,Shame (Jump Up Mix),2013,Drums,Electronic / Dance,16T6vnj1aE6T3Ty68g93WL,,,,,
Equinox,Vengeance,2008,Drums,Electronic / Dance,,,,,,
The Runninz Kru,Bullshitters,1995,Drums,Electronic / Dance,,,,,,
D1,Flood of Emotions,2011,Drums,Electronic / Dance,732RmKRYZaT4lJheIENUPk,,,,,
Jenna G,In Love,2006,Drums,Electronic / Dance,2DIShVgs02M94nojnaOlFH,,,,,
The Scotchman,Get Busy Time,1994,Drums,Electronic / Dance,2iHzgjHCbbHXHlRvDmBKbu,,,,,
DJ Nut Nut,The Rumble,1994,Drums,Electronic / Dance,,,,,,
Newsboys,WooHoo,1997,Drums,Rock / Pop,1rDYX9Zd3ge8Tp2VvGm5X9,,,,,
Remarc,Mayhem,1993,Drums,Electronic / Dance,,,,,,
B Key,The Guitars Tune,2010,Drums,Electronic / Dance,,,,,,
Chuck E.,Fantasy,1994,Drums,Electronic / Dance,,,,,,
Dom & Roland,Future Life,2004,Drums,Electronic / Dance,,,,,,
Bad Company UK and Fierce (Drum & Bass),Dream Thief,2000,Drums,Electronic / Dance,,,,,,
Kemet Crew,Press the Buzzer,1995,Drums,Electronic / Dance,,,,,,
Sunshine,'91 Preview,1996,Drums,Hip-Hop / Rap / R&B,136TLsRGHLSsI1iasFY3WD,,,,,
Rebel MC,Rastaman,1995,Drums,Electronic / Dance,,,,,,
Kefran,Untitled (B1 Tabass 01),2005,Drums,Electronic / Dance,,,,,,
Dillinja,Digital Cloning A2,1993,Drums,Electronic / Dance,,,,,,
Bad Man Moriarty,Slomp,2011,Drums,Electronic / Dance,,,,,,
Criminal Sound and Diamond Eye,Everything Must Change,2008,Drums,Electronic / Dance,,,,,,
Megashira,Microcosmos,1996,Drums,Electronic / Dance,6knu0Np3iaT9YnFVe3rWSc,,,,,
Freestyles,Play the Game,1996,Drums,Electronic / Dance,3f0wUswT6CYDAYVyVs0htr,,,,,
Shitmat,Best Before 10-11-92,2009,Drums,Electronic / Dance,,,,,,
Artificial Skys and Griever,Our Kingdom,2015,Drums,Electronic / Dance,,,,,,
Digital,G-Man,2001,Drums,Electronic / Dance,,,,,,
DJ Plant Texture,Lello From SDA,2016,Drums,Electronic / Dance,49cKkeB4hoK7ZikjK022zt,,,,,
Enduser,Darkness,2005,Drums,Electronic / Dance,0qfg1HhMjF9s7nvf1n2z3s,,,,,
Nasty Habits,Shadow Boxing (The Remix),1997,Drums,Electronic / Dance,,,,,,
In Perfection,Expression,1993,Drums,Electronic / Dance,,,,,,
Liquid Aliens,Are You Sure I'll Be OK,1993,Drums,Electronic / Dance,,,,,,
FFF (2),Superhero Can't Test,2015,Drums,Electronic / Dance,,,,,,
Smiley Maxx,Planet Urf,2013,Drums,Electronic / Dance,30Y0B8HgIp0xXqS3htaN9d,,,,,
Drum Cypha,Enter the Sasquatch,2012,Drums,Electronic / Dance,,,,,,
184 Productions,Lay My Body Down (184 Remix),2014,Drums,Electronic / Dance,,,,,,
Overlook,Gumshoe,2015,Drums,Electronic / Dance,5rVtg3nDWZj8iWkG2VZIW6,,,,,
Faith in Chaos,Possession (Tech Itch Remix),2004,Drums,Electronic / Dance,,,,,,
Kosheen,All in My Head (Technical Itch Remix),2003,Drums,Electronic / Dance,,,,,,
Stakka & K.Tee,Living for the Night,1995,Drums,Electronic / Dance,,,,,,
Balkansky and Loop Stepwalker,8.9 (Stazma Hellfire Remix),2013,Drums,Electronic / Dance,,,,,,
Drum Cypha,In Extremis,2008,Drums,Electronic / Dance,3lnTRfNbiFL9LBBOGvcoiw,,,,,
DJ Rap,Total Tangent,1994,Drums,Electronic / Dance,,,,,,
Bizzy B and Equinox,Merda Style 2004,2005,Drums,Electronic / Dance,,,,,,
Christoph De Babalon,Nameless #2,1996,Drums,Electronic / Dance,3p6Lx3AjWK7g4jtJfancE2,,,,,
Abyss,"Lightning, Earthquake & Thunder",2015,Drums,Electronic / Dance,,,,,,
Kid Lib,Falling,2016,Drums,Electronic / Dance,,,,,,
Dylan,Desolation,1997,Drums,Electronic / Dance,4n1ZGm3TxYmoYe1YR8cMus,,,,,
Kryptic Minds & Leon Switch,Bust It Up,2003,Drums,Electronic / Dance,,,,,,
Nebula,Circular,2008,Drums,Electronic / Dance,,,,,,
Osci,Bust the AK,2009,Drums,Electronic / Dance,,,,,,
Eko,Distant Hopes,1994,Drums,Electronic / Dance,,,,,,
Project Bassline,Amen Origins,2012,Drums,Electronic / Dance,3UCoj6dNBjX6arePki6GnX,,,,,
Gein,Definition,2011,Drums,Electronic / Dance,,,,,,
Sounds of Life,Trust Me,1994,Drums,Electronic / Dance,2LdWAaEuKncTGBYvpfUH98,,,,,
DJ Hvad,Julen Har Engle Lyd,2009,Drums,Other,,,,,,
Christoph De Babalon,Water,1997,Drums,Electronic / Dance,0ZnEIbCYVsuK0PUOVtam2y,,,,,
Spirit (Drum & Bass),Provider,2016,Drums,Electronic / Dance,,,,,,
Sub Focus,Soundguy,2004,Drums,Electronic / Dance,3UhtS2GKWW52Fae5PONMSY,,,,,
Roni Size and Reprazent,Watching Windows (DJ Die Gnarly Vocal Mix),1998,Drums,Electronic / Dance,,,,,,
Boymerang,Rules,1995,Drums,Electronic / Dance,,,,,,
Kid Lib,JungleWaDoDem,2013,Drums,Electronic / Dance,,,,,,
DJ Trace,Sniper VIP (Sonic & Silver Remix),2002,Drums,Electronic / Dance,,,,,,
Dylan and DJ Damage,Bass Kick,2000,Multiple Elements,Electronic / Dance,,,,,,
The Nativist,Medication Upon Meditation,2016,Drums,Electronic / Dance,5jqXUOnjiojP4PPD2JtmnI,,,,,
Undercover Agent and The Kriminal,World Mash Up,1995,Drums,Electronic / Dance,6FYXL67bEdTqJRosbDDLwV,,,,,
The Specialist,Twisted Amen,1996,Drums,Electronic / Dance,,,,,,
Friction and Nu Balance,Robocop,2003,Drums,Electronic / Dance,,,,,,
Ray Keith,Stone Cold,2012,Drums,Electronic / Dance,4OOIR3n7JHhkdTsgljaisr,,,,,
In-Sync,Get on the Mike,1995,Drums,Electronic / Dance,,,,,,
Seba,External Reality,2005,Drums,Electronic / Dance,2AXnEJ5pJCi1JbQplwuN0r,,,,,
DJ Pulse,Stay Calm,1994,Drums,Electronic / Dance,,,,,,
Genotype,Extra Terrestrial,1997,Drums,Electronic / Dance,33GFNoE7WCSEqf2xOorncA,,,,,
Q-Tex,"Equinox, Celebration, Essence, Integrator",1994,Drums,Electronic / Dance,,,,,,
Dom & Roland,Soundwall (Vip),2002,Drums,Electronic / Dance,,,,,,
Boymerang,Still,1997,Drums,Electronic / Dance,,,,,,
Shitmat,Archaeology,2009,Multiple Elements,Electronic / Dance,0mFpazTTH6m0RgaFUqnqUc,,,,,
Vibes & Wishdokta,Destiny,1994,Drums,Electronic / Dance,5YfRxRwQPjQa8a2OmIIFew,,,,,
"Jonathan Gunton, Henri Joel Rio and Eric Pierre",Extreme,1998,Drums,Soundtrack,,,,,,
Senate,Pugilist Dub,2016,Drums,Electronic / Dance,,,,,,
Stazma the Junglechrist,Eyes Bleed Acid,2013,Drums,Electronic / Dance,1BwZInmoXCyeXB89Ziqh6r,,,,,
DieTRAX,Die Job Da!!! (Instrumental),2013,Drums,Electronic / Dance,6pkh6UCk36Yr2MJoxjEFaX,,,,,
DJ Paul Elstak,Do Not Go in There,1995,Drums,Electronic / Dance,3fv1iD47TW4xc1OluT4inD,,,,,
DJ Hype,Missile Boy,1994,Drums,Electronic / Dance,,,,,,
Abyss,Secret Plans,2014,Drums,Electronic / Dance,4rnoret76wjM2rlkztSQFK,,,,,
Ricky Force,Unclean,2011,Drums,Electronic / Dance,,,,,,
Peshay,Gansta,2008,Drums,Electronic / Dance,4a5zOpz8vBA7HSUwWN9Lvc,,,,,
Insync II,Phunk Not Funk,1996,Drums,Electronic / Dance,,,,,,
Nebula,Paradigm Shift,2013,Drums,Electronic / Dance,,,,,,
Parkinson White and Kyle Cook,Temple,2014,Drums,Electronic / Dance,,,,,,
DJ Dione,Rude Boy Ragga,1997,Drums,Electronic / Dance,,,,,,
Level,Back Up Off Me,2013,Drums,Electronic / Dance,2rOyOoRmk5hghtMX8IDYpX,,,,,
RadioKillaZ,Ganja Tune,2012,Drums,Electronic / Dance,7wSGA48pCGkF7axpYxAf3x,,,,,
Alaska and Nucleus,Project Two,1998,Drums,Electronic / Dance,,,,,,
John Rolodex,Badman Soundboy,2002,Drums,Electronic / Dance,,,,,,
INXS,Elegantly Wasted (Shagsonic Bonus Beats),1997,Drums,Rock / Pop,,,,,,
The X,New Dawn (ST Files Remix),1996,Drums,Electronic / Dance,,,,,,
Doc Scott,The Unofficial Ghost,1996,Drums,Electronic / Dance,,,,,,
Gotek,DJ Gon 32-1,2001,Drums,Electronic / Dance,,,,,,
Silent Witness & Break,Higher Rates,2003,Drums,Electronic / Dance,,,,,,
Futret,RIMLORD QUESTION HOSTS a VORE TOURNAMENT [NOBODY ATTENDS],2012,Drums,Electronic / Dance,,,,,,
Tobs,BBTVIP,2014,Drums,Electronic / Dance,,,,,,
Mocean Worker,Heaven @ 12:07 (Technical Itch Remix),1999,Drums,Electronic / Dance,,,,,,
SPL,Raise,2009,Drums,Electronic / Dance,3PZ8lAMrdl0LRhRieADAYg,,,,,
Pitchshifter,Subject to Status,1998,Drums,Rock / Pop,2pjkifriJR9e0RgqRrKpji,,,,,
Ice Minus and Technical Itch,Altered Beast,2000,Multiple Elements,Electronic / Dance,,,,,,
Geode,Hypnotize (Geode Rethink),2012,Drums,Electronic / Dance,,,,,,
Rude and Deadly,Mash Dem Down,1995,Drums,Electronic / Dance,,,,,,
Q Project,Deep Concentration,1994,Drums,Electronic / Dance,,,,,,
DJ Gwange,Motionless,1994,Drums,Electronic / Dance,,,,,,
Бутусов and Deadушки,Триллипут,2000,Drums,Electronic / Dance,,,,,,
Equinox,Hold Jah Hand,2015,Drums,Electronic / Dance,7DBtkdqdBE5LlheAzZlLZV,,,,,
In Between the Lines,95 Rampage,1995,Drums,Electronic / Dance,,,,,,
Sam Binga,Chasic,2015,Drums,Electronic / Dance,5astWtiv5ccpZF8LYO0uUx,,,,,
Technical Itch,Hidden Sound,1997,Drums,Electronic / Dance,,,,,,
Babylon Timewarp,Durban Poison '95,1995,Drums,Electronic / Dance,,,,,,
Pascal,In Da Meantime,1995,Drums,Electronic / Dance,,,,,,
FFF (2),BEAST,2015,Drums,Electronic / Dance,,,,,,
Raiden (Drum & Bass),Arch Angel,2004,Drums,Electronic / Dance,,,,,,
Nebula,Saturn,2013,Drums,Electronic / Dance,,,,,,
Nebula,Golden Era,2013,Drums,Electronic / Dance,,,,,,
Nebula,Recurring Dreams,2010,Drums,Electronic / Dance,,,,,,
Sounds of Life,Release the Bells,1994,Drums,Electronic / Dance,0728EqlgPZYuPrPoEUqEuS,,,,,
SPL,Death,2006,Drums,Electronic / Dance,,,,,,
Londy,Tears,2013,Drums,Electronic / Dance,,,,,,
Double O,The Lord Is My Strength,2011,Drums,Electronic / Dance,,,,,,
Lennie De Ice,'U' Ask for It,1994,Drums,Electronic / Dance,,,,,,
Limewax,Let Me,2016,Drums,Electronic / Dance,3k2YOUhzJ2XvJvEbbi49jV,,,,,
Overlook,Existence,2012,Drums,Electronic / Dance,,,,,,
Double O,Concrete Jungle,2012,Drums,Electronic / Dance,,,,,,
Hostage,Desire,2012,Drums,Electronic / Dance,5ZU9Sm6uWGS8WuB37LwuEH,,,,,
Ed Rush,The Force Is Electric,1995,Drums,Electronic / Dance,3FRn0Cxj7cmcwPBn8kaUur,,,,,
Ed Rush,Skylab,1996,Drums,Electronic / Dance,1x57SgOFVVsnbd5pHNhWaa,,,,,
The Mad Capsule Markets,Gaga Life,2001,Drums,Rock / Pop,,,,,,
DJ K (Jungle),Base 2 Dark,2009,Drums,Electronic / Dance,,,,,,
Foxdye,Monsters of Meme,2011,Drums,Electronic / Dance,,,,,,
Limewax,The Fore,2015,Drums,Electronic / Dance,2e0tXNSRMQ0xttq2JcdJer,,,,,
Dom & Roland,Firewire,2002,Drums,Electronic / Dance,,,,,,
Cage Suburbia,Black Ops,2015,Drums,Electronic / Dance,5Evl9IB3fiCXx6xX80iG2J,,,,,
Limewax,Neo Stalin,2015,Drums,Electronic / Dance,3N1gdemrqTc2fyM1wRWRZx,,,,,
Kid Lib,Dappa Lova,2011,Drums,Electronic / Dance,,,,,,
DJ Poppy,House Is Mine,1995,Drums,Electronic / Dance,,,,,,
"Jonathan Gunton, Henri Joel Rio and Eric Pierre",The Castle,1998,Drums,Soundtrack,,,,,,
Timide Et Sans Complexe,Nous Sommes De Retour,1992,Drums,Hip-Hop / Rap / R&B,,,,,,
DJ Lab,Eradication,2013,Drums,Electronic / Dance,4lVbkl7P2R5tTv77J0sRdJ,,,,,
Wagdug Futuristic Unity and Ceephax Acid Crew,Why,2008,Drums,Electronic / Dance,,,,,,
"Jonathan Gunton, Henri Joel Rio and Eric Pierre",The Cable Way (Time Trial),1998,Drums,Soundtrack,,,,,,
Gang Related & Mask,Dictation,1996,Drums,Electronic / Dance,,,,,,
Dom & Roland,Opposites,1995,Drums,Electronic / Dance,,,,,,
Equinox,Meecha,2011,Drums,Electronic / Dance,5BXIfCrWm00WaBW95YjxSw,,,,,
Nolige,Cold One,2008,Drums,Electronic / Dance,,,,,,
Pure,Anything Test,1995,Drums,Electronic / Dance,3QWvKl3aHhNfdJBEmzgyPZ,,,,,
DJ Fokus,Chill Out,1993,Drums,Electronic / Dance,,,,,,
Subject 13,Hip Hop Gangster,1995,Drums,Electronic / Dance,,,,,,
Curve,Chinese Burn (Headcase Medipack Remix),1997,Drums,Electronic / Dance,,,,,,
Exclusion Principle,Ladders,2014,Drums,Electronic / Dance,,,,,,
Stakka & K.Tee,Rugged and Raw,1995,Drums,Electronic / Dance,,,,,,
DJ Sharpnel,Undertaker Rollover,2003,Drums,Electronic / Dance,,,,,,
DJ Rush Puppy,Original Silencer (Nasty Mix),1995,Drums,Electronic / Dance,,,,,,
Drumcorps,Botch Up and Die,2006,Drums,Electronic / Dance,3Tby5R9xusCyq9XwBQKOLp,,,,,
Megafone,Encomendação Das Almas,1998,Drums,Electronic / Dance,1NmHXmmQEUmuHQ95iSwkC3,,,,,
DJ Starscream,Death of Starscream,2005,Drums,Electronic / Dance,,,,,,
Helen T.,Ganja Feel,1995,Drums,Electronic / Dance,,,,,,
System X,Feel It,1994,Drums,Electronic / Dance,,,,,,
Spirit (Drum & Bass),Footprints,2007,Drums,Electronic / Dance,,,,,,
Dom & Roland,Dynamics (Technical Itch Remix),1997,Drums,Electronic / Dance,,,,,,
Falling Skies,Runner,2013,Drums,Electronic / Dance,1TcMCh9CgUMFPMZ0aNg8qM,,,,,
J & J,100 Tons of Bass (Scoobies 110% Remix),1995,Drums,Electronic / Dance,,,,,,
DJ Lewi,You Better Run,1995,Drums,Electronic / Dance,,,,,,
The Flashbulb,Kibbles and Wizard,2000,Drums,Electronic / Dance,,,,,,
DJ Force & the Evolution,Raining Smiles,1994,Drums,Electronic / Dance,,,,,,
DJ Groove (Russia),Nail,2014,Drums,Electronic / Dance,,,,,,
The Dynamic Duo (Jungle),High as the Sky,1999,Drums,Electronic / Dance,,,,,,
The Flashbulb,Binedump,2005,Drums,Electronic / Dance,5Q2XPFay6PhI5TK2oLcMFy,,,,,
FFF (2),Through the Vibe,2013,Drums,Electronic / Dance,,,,,,
DieTRAX and FFF (2),Get Hyper,2013,Drums,Electronic / Dance,,,,,,
Kryptic Minds & Leon Switch,More Like You,2005,Drums,Electronic / Dance,,,,,,
Gang Related & Mask,Sky,1996,Drums,Electronic / Dance,,,,,,
Jonny Dangerously,Blaze It,2011,Drums,Electronic / Dance,,,,,,
Stranjah,G-Riddim,2010,Drums,Electronic / Dance,025OYx0ecmI04FE3YchJW9,,,,,
Skanx and J5,Holding on (Original Mix),2013,Drums,Electronic / Dance,,,,,,
Truspin,100 Watt Riddim,2013,Drums,Electronic / Dance,7A0lAbbMUmC50AZUQB1Zbv,,,,,
Feyder,Mad Dem,2012,Drums,Electronic / Dance,20cuKfGRRh0tG2cB71xUgn,,,,,
Sam KDC,Poet's Intuition,2009,Drums,Electronic / Dance,2pIJsyNBuriWCExY28RFVV,,,,,
Genotype,Toxic,1999,Drums,Electronic / Dance,1wnmJuF3cezTFhdGChSuZU,,,,,
Sound Station,Sound Station,1995,Drums,Electronic / Dance,40saXxafdvCRA7ADGBg1Tm,,,,,
Nolige,1900 Style,2015,Drums,Electronic / Dance,3FXZsVzBncg5bCSBxsyADd,,,,,
Studio Pressure,Relics,1994,Drums,Electronic / Dance,2dJwWeXroZT3sDKUFxBpyv,,,,,
Concord Dawn,Scimitar,2003,Drums,Electronic / Dance,6qzYgKbwBLgl8u0f3h5wnN,,,,,
Verb,Gully,2013,Drums,Electronic / Dance,,,,,,
Twisted Anger,Mothership,2002,Drums,Electronic / Dance,1xVvmEZNEeOpNpZX38NO65,,,,,
Kid Lib,Around You (Junglist Gyal ShackOut),2012,Drums,Electronic / Dance,,,,,,
Happy Campers,No Mind,2000,Drums,Electronic / Dance,07g8zg5l0Lz2pLM9JUe5on,,,,,
Equinox,Do You Understand Me?,2006,Drums,Electronic / Dance,1zeYxoUsE7Pvgp7adEywMg,,,,,
Ray Keith,Something Out There (Twisted Anger Remix),2000,Drums,Electronic / Dance,0acnrnVnw4iaeoCvMHLHVa,,,,,
Tango,Understanding,1996,Drums,Electronic / Dance,,,,,,
The Boogie Down Kru,Boogie Down,1995,Drums,Electronic / Dance,,,,,,
Bad Company UK,Grunge 2,2001,Drums,Electronic / Dance,0xMq3X1O9N7LgzXCrC7bbn,,,,,
Bizzy B and Pugwash,Just a Little Crew,1995,Drums,Electronic / Dance,,,,,,
Strange Audio Dreams,Error Design #1,2015,Drums,Electronic / Dance,,,,,,
Ray Keith,Rinse,1995,Drums,Electronic / Dance,,,,,,
Double T & Mr E,Krackerjack,1994,Drums,Electronic / Dance,,,,,,
Kiani & His Legion,Electric,2016,Drums,Electronic / Dance,61O8DGFu7m0pyplYNRudM5,,,,,
Stakka & Skynet,Mutationz I,2001,Drums,Electronic / Dance,,,,,,
Skool of Hard Knocks,Everybody,1994,Drums,Electronic / Dance,275Ujzx3Hx1lnzwdnRjxw1,,,,,
Digital and Drum Cypha,Bitch of a Spider,2009,Drums,Electronic / Dance,,,,,,
Ed Rush,Defect,1996,Drums,Electronic / Dance,6BCcV1dObcqKwKxVOlHhW0,,,,,
Dub One,No More Games,2012,Drums,Electronic / Dance,,,,,,
Nebula,Trespass,2011,Drums,Electronic / Dance,,,,,,
John Rolodex,Dark Obsession (Rolodex Theme),2002,Drums,Electronic / Dance,,,,,,
Warlock,Reality Is a Nightmare,1994,Drums,Electronic / Dance,,,,,,
Bologna Violenta,Trapianti Giapponesi,2010,Drums,Rock / Pop,3G6GNDkK45UfWQTcSUWysS,,,,,
Happy Tunes,Bust It,1994,Drums,Electronic / Dance,,,,,,
4 Days in Genéve,Four Days Theme,2007,Drums,Hip-Hop / Rap / R&B,,,,,,
B Key,Destroyer,2013,Drums,Electronic / Dance,,,,,,
Rising Sun,Brighter Day,2016,Drums,Electronic / Dance,,,,,,
The Beatsquad,X-Mas Breaks,1995,Drums,Electronic / Dance,,,,,,
Najeem S,Deep in Love,2011,Drums,Electronic / Dance,603XUCcmDB6tFscj7J74Es,,,,,
Drokz and Tafkat,Smokingz,2007,Drums,Electronic / Dance,,,,,,
Despairful Tomorrow and Xenophex,Viral Mind,2005,Drums,Electronic / Dance,,,,,,
Genetix,Implants,1997,Drums,Electronic / Dance,,,,,,
Body & Soul and Filo,No One Here,2012,Drums,Electronic / Dance,0qlh0wZT7piBXYWiVh3sj5,,,,,
Manix,Riprize,2013,Drums,Electronic / Dance,2M0RugmLRNvwX3JEX1vuUV,,,,,
Capital J,Evil Streets,2003,Drums,Electronic / Dance,,,,,,
Coco Bryce,Deeper and Deeper,2015,Drums,Electronic / Dance,,,,,,
Kryptic Minds & Leon Switch,Turf War,2004,Drums,Electronic / Dance,,,,,,
Dreazz and Emery (2),Riding High,2015,Drums,Electronic / Dance,,,,,,
B.O.O.M.A,For You,2014,Drums,Electronic / Dance,,,,,,
Rumbleton,Vibration Centre,2015,Drums,Electronic / Dance,0xdGVfc2Xi5ldSkiuFH9Fv,,,,,
Severity Zero,Metamorphisis,2013,Drums,Electronic / Dance,,,,,,
Mooncat,Nuh Stop (VIP 2012),2013,Drums,Electronic / Dance,,,,,,
NC-17 and Tim Reaper,Burial Ground,2011,Drums,Electronic / Dance,,,,,,
Joe Bloggs,Don't You Want Me,1996,Drums,Electronic / Dance,,,,,,
Tropmanga,Pon Di Rock,2013,Drums,Electronic / Dance,7Mx5FnvvraKxn4xDM0x4M0,0.627,0.982,0.703,174.03,343069.0
Drum Cypha,Crowbar Therapy,2013,Drums,Electronic / Dance,7IdHq8d0lGpn4UEAhrojHV,0.429,0.968,0.0613,174.028,325512.0
Stazma,Jungle Destroyer,2012,Drums,Electronic / Dance,4tZU2XwoGH291KfvJmqDJD,0.41,0.934,0.191,95.344,242513.0
Sub Fusion,Art of Mind,2012,Drums,Electronic / Dance,4ELKUQ6yWKEqfxzqQL2Wde,0.603,0.999,0.528,139.991,308454.0
Technical Itch,Heavy Metal (B-Key Remix),2005,Drums,Electronic / Dance,,,,,,
Truspin,Ganjah Smuggling,2013,Drums,Electronic / Dance,3m1ixjtb8DaC7h9bYLlxwR,0.623,0.95,0.881,174.974,395971.0
DannyLO,Natty Follower (Massive Stylie VIP Mix),2013,Drums,Electronic / Dance,,,,,,
Skanx,Boom,2013,Drums,Electronic / Dance,53W9NiHamm575BgGAo1QWw,0.615,0.928,0.28,139.842,323747.0
Technical Itch,The Ruckus (D.Kay VIP),2002,Drums,Electronic / Dance,,,,,,
Technical Itch,Telekinetic (Black Sun Empire Remix),2002,Drums,Electronic / Dance,,,,,,
Deependance,Broke My Heart (Drop Down),1995,Drums,Electronic / Dance,,,,,,
Technical Itch,Mortex,1998,Drums,Electronic / Dance,,,,,,
Dub One,96 Baracade,2008,Drums,Electronic / Dance,,,,,,
"Tom Tykwer, Johnny Klimek and Reinhold Heil",Running Three,1998,Drums,Electronic / Dance,,,,,,
Marcus Visionary,Never Leave,2012,Drums,Electronic / Dance,0IoOsG8bt1zd3yP5lWb5Du,0.697,0.704,0.655,97.677,195579.0
Atlas (Jungle),Drifting Thru the Galaxy,1994,Drums,Electronic / Dance,,,,,,
Smiley Maxx,Coke Up Nuttah,2013,Drums,Electronic / Dance,1r4XG90l3FODcOcI6lfwyI,0.594,0.955,0.696,157.063,411009.0
The Dubster,Retreat,1994,Drums,Electronic / Dance,,,,,,
Seba,Steel,2004,Drums,Electronic / Dance,,,,,,
Dub Hustlers,Untitled A,1994,Drums,Electronic / Dance,,,,,,
Dub Hustlers,Untitled AA2,1994,Drums,Electronic / Dance,,,,,,
Robokid,Ur Touch,2014,Drums,Electronic / Dance,,,,,,
Deportee,Undercover Bad Bwoy,2003,Drums,Electronic / Dance,,,,,,
Digital,Red Head,2002,Drums,Electronic / Dance,,,,,,
Digital,Sting,1996,Drums,Electronic / Dance,,,,,,
Digital,Street Biz,2002,Drums,Electronic / Dance,7iJ0YTu8lcxe8zOFakrpaS,0.784,0.976,0.521,171.981,356600.0
Enduser,An Apology,2006,Drums,Electronic / Dance,29wUEmt0JvtvowQLdzyKPT,0.481,0.819,0.315,180.027,332800.0
Marvellous Cain,Killer,1995,Drums,Electronic / Dance,,,,,,
Menace & USD,Hardcore Vibes,1995,Drums,Electronic / Dance,,,,,,
Vorte-x,Self-Destruct,1994,Drums,Electronic / Dance,,,,,,
Taone and Datman,Kill Dem All,1995,Drums,Electronic / Dance,,,,,,
Drum Cypha,Revenant,2012,Drums,Electronic / Dance,,,,,,
Limewax,Chikatila,2015,Drums,Electronic / Dance,6gtMgVOKVjx6U8TBGp0gVa,0.212,0.979,0.245,175.027,430629.0
Dom & Roland,Rhino,2004,Drums,Electronic / Dance,,,,,,
Dom & Roland,Electric Smile,2007,Drums,Electronic / Dance,03J6H30IhLDGn9XBskr1HH,0.317,0.945,0.0387,172.031,436413.0
Stakka & K.Tee,Andromeda,1997,Drums,Electronic / Dance,,,,,,
Psychosis,Tempest,1998,Multiple Elements,Electronic / Dance,4yQoVLRvjNGFwyCglxOz1i,0.651,0.956,0.567,170.414,371053.0
Usual Suspects,Synapse,2000,Drums,Electronic / Dance,7hcaEeGLtP0y8ArcIVYg4i,0.553,0.918,0.726,174.377,503533.0
Shades of Rhythm,Peace Sign (Ray Keith Remix),1994,Drums,Electronic / Dance,,,,,,
Technical Itch,Deadline,2000,Drums,Electronic / Dance,,,,,,
Ed Rush,Selecta,1994,Drums,Electronic / Dance,,,,,,
DJ Vocoder,Babylon Flesh Eater,2011,Drums,Electronic / Dance,,,,,,
Kid Lib,Step Off (The Poison Flower),2016,Drums,Electronic / Dance,,,,,,
Coco Bryce,Worries in the Dance,2016,Drums,Electronic / Dance,,,,,,
Druid and Heatwave (Producer),Round and Round,1995,Drums,Electronic / Dance,,,,,,
Ed Rush,The Raven,1996,Drums,Electronic / Dance,1CzcX7MVM3LAwcvl3C7Vcn,0.624,0.797,0.237,165.853,387053.0
Funky Technicians,Deltawave,1996,Drums,Electronic / Dance,,,,,,
Limewax,Instant Vanity,2015,Drums,Electronic / Dance,7wtgAHSct2mSv54lxcttQl,0.448,0.941,0.501,175.893,394971.0
Sounds of Life,Don't Resist the Beat,1994,Drums,Electronic / Dance,3JAVCEzPbgZJ9dQC4K23wJ,0.596,0.779,0.514,159.457,328500.0
Tim Reaper,Second Chance,2015,Drums,Electronic / Dance,616ymyfsWSjF0atsz1PDHY,0.499,0.875,0.134,169.986,324706.0
Enei,Rotate,2012,Drums,Electronic / Dance,4Jc03PVDOV0QjDnYe6rW9V,0.338,0.958,0.179,140.061,226880.0
Mr Foul,Guerilla,2011,Drums,Electronic / Dance,,,,,,
Scott & Keith,Deranged (Bonus Drums Mix),1993,Drums,Electronic / Dance,,,,,,
Limewax,HLR,2016,Drums,Electronic / Dance,7ADUQa1Xnc6GKErXQCIGF4,0.367,0.994,0.0527,175.047,263779.0
Truspin,Junglist Sound,2013,Drums,Electronic / Dance,4aO4yZPYlt6X1KeWrtLEaf,0.607,0.921,0.677,180.013,385000.0
